,Comment,Emotion
2939,would feel terrified enjoy movie little well,fear
2940,feel thrilled presence eye feel belief peace sincerity,joy
2941,feel moxie fab love cath script src http www,joy
2942,feel lucky width li style border px list style outside margin px px,joy
2943,excited time feel little nervous,fear
2944,feel like throughout life point time say fuck quite people,anger
2945,feel uncertain keep personal development fitness health go right direction,fear
2946,still feel genre disservice story resolve artifically,joy
2947,feel petty jealousy anger yesterday face wife happiness decision chaperone trip son school,anger
2948,not feel mad god angry allow happen sad,anger
2949,feel wonder dangerous place could settle mentality enmayi bring possibility,anger
2950,feel restless reason today,fear
2951,start feel agitated inside,anger
2952,could wear casual shopping trip feel fabulous without even try,joy
2953,emo ing haha feel happy instead able meet,joy
2954,know like top head much yesterday really bothersome still feel little mad,anger
2955,snap everybody feel grumpy general,anger
2956,super annoyed cause hurt time cause can not complete manicure feel like hand pretty kind scared long take heal nail grow stick finger,fear
2957,want feel annoyed resentful angry fact already experience raise kid,anger
2958,feel frantic beat heart cookie voice surprisingly clear,fear
2959,still feel annoyed though,anger
2960,rather average career decide work less earn less rolex anywhere see manage write even publish short story collection novel mind draft today feel successful,joy
2961,make set wedding ring recently always feel honored ask make probably personal piece jewellery anyone ever buy,joy
2962,hear hum make feeling warmth leg shift little strange need,fear
2963,feel little apprehensive party,fear
2964,feel session useful give tool need move forward life,joy
2965,feel like live weird time warp like wednesday,fear
2966,bomb first interview leave second interview feel pretty fan freaking tastic,joy
2967,tell time really feel really sincere,joy
2968,feel like hate celebrate can not wait till day say make,anger
2969,grab something hit feel pain damn know risk injury might occur know dangerous,anger
2970,feel fuck,anger
2971,often feel need defend anything even casual conversation like blue color code usually christmas fanatic jump,joy
2972,feel hesitant want put much stock possibility maybe today mark end hard year start one might well,fear
2973,constantly feel lie wrong love people death,anger
2974,feel afraid,fear
2975,particularly feel pressure act behave way culturally accept expect,fear
2976,think even understand history behind lend explanation project kind important degree never feel offend people question,anger
2977,would cry scream kick door feel terrified,fear
2978,feel rebellious sake rebellious,anger
2979,feel festive decide paint nail holiday event,joy
2980,feel joy happiness ecstasy triumph love feel content somehow,joy
2981,feel overwhelmed little blue usually around time month manage feeling well,fear
2982,feel like greedy easily pound overweight american,anger
2983,hurt feeling refuse listen spiteful hurtful sniping other,anger
2984,feel threaten talk,fear
2985,know trust feel generally shy away stranger,fear
2986,feel insulted go anyway,anger
2987,feel insecure financially right not want spend,fear
2988,want other happy mean step back yet feel like allow happy deserve even deserve,joy
2989,happy yet feel enraged,anger
2990,feel bit agitated stress find surprising amount relief clean decluttere house even small space like closet,fear
2991,feel hesitant post,fear
2992,look scene think cute enjoy swell feeling pride playful delight dog,joy
2993,feel heartless say though,anger
2994,really hate feeling unsure something,fear
2995,feel agitated jumpy like eat bottle caffeine pill,fear
2996,almost want post sometimes feel intimidate amazingness mom blogger seem perfectly organize home entertained child,fear
2997,every time meet certain dog bite,fear
2998,feel really honored excited meet,joy
2999,feel relieved finally move without single tear shed,joy
3000,must admit matter early start play christmas music holiday shop tree make everything feel much holly jolly,joy
3001,wake saturday feel little bright keen get outdoors spend day friday wallow self pity,joy
3002,feel like relationship revovle around sex want really adventurous try new thing use toy etc ansi find exhaust try keep,joy
3003,feel like take world even say will not afraid discourage,fear
3004,not know sue anything like long bloater lisa feel like know one people meet click grumpy old people conversation straight away roll around laugh next minute well sue,anger
3005,manage two short run walk today back feel shy awful,fear
3006,feel fuck available pre order href http churchoffuck,anger
3007,start feel irritated feeling,anger
3008,plan still day feel stressed point tear helpless good far outweigh bad honestly say happy moment,anger
3009,first anatomy lesson,anger
3010,feel like much write get distract home wednesday evening challenge therefore lose train thought,anger
3011,feel cold come drink little extra xango juice stiff sore,anger
3012,guess mild pain make feel even impatient get,anger
3013,see last spot tour go wrap whole thing must admit feel little intimidated,fear
3014,feel like distract day deal fiddly necessity actual creative work feel like day waste,anger
3015,continue feel nervous inside long talk sensibly even one time around someone wrong feeling many level clue,fear
3016,find feel irritable deplete run mental checklist work,anger
3017,feel threaten might take away,fear
3018,remember feel uncertain young especially become teenager,fear
3019,find perfect remedy anyone feel stressed conflict future href http www,anger
3020,not feel insult though,anger
3021,feel offended friend especially married friend somehow judge marry yet,anger
3022,feel insecure sad not know book,fear
3023,feel like little kid whose mom proud touch soccer ball game,joy
3024,comfort know use gun protection put behind bar use feel threatened,fear
3025,feel totally completely piss angry sad disappointed absolutely furious tough mudder big rip planet earth,anger
3026,feel virtuous spinach feta cranberry salad balsamic viniagrette,joy
3027,seriously still feel insecure dreadful new guy would suddenly pop back change thing,fear
3028,know feel sure,joy
3029,think stupid feel nervous,fear
3030,feel see clash alarmed change planet rather laconic whole thing,fear
3031,feel remembrance strange justin aryiku fall latter category,fear
3032,feel echo divine close,joy
3033,like participate sketch challenge time time feeling inspire,joy
3034,sweden,fear
3035,also feel aggravate embarassing reason not want go home yet dread come dread leave,anger
3036,see lover feel envious want someone,anger
3037,feel offended sad know ignorance,anger
3038,feel frantic control message wary other reading fearful mean might find create performance,fear
3039,feel kind feeling confused yet like bleh,fear
3040,feeling amuse delight,joy
3041,become clear man use many people sexually psychologically,anger
3042,feel paranoid atleast get comfort dd person talk feel lie total crap around nicest kind caring person ever meet not think ever find anyone great life,fear
3043,climb cherry tree alone thick caterpillar beside finger feel disgust caterpillar snake terribly afraid caterpillar crawl finger fear almost unable climb,fear
3044,think possible maybe deny maybe open whole possibility maybe realise possible give man man power make feel shake leather sandal,fear
3045,feel like person torture somebody like see fan confuse embarrassed time,fear
3046,not feel well yesterday today randomly busy,joy
3047,feel jealous know go woman,anger
3048,stand actually annoying giggle also acknowledge feel dissatisfied,anger
3049,feel invigorate,joy
3050,feel selfish want keep baby close awhile let rest world unless feel like,anger
3051,really feel kid torture highschool,fear
3052,rid many bad habit fall back feel insecure vulnerable,fear
3053,feel vulnerable worry publish world like story like next one write,fear
3054,feel innocent want hurt anyone,joy
3055,feel well almost taste success,joy
3056,like feel vulnerable expose worry concern mostly feel need hold together strong one,fear
3057,always feel little shy situation nervous shyness make seem aloof,fear
3058,feel classroom extremely dangerous,anger
3059,feel festive tonight,joy
3060,fully enjoy music feel afraid use headphone,fear
3061,feel impatient final post four week tangible result far exciting see far philip reaura go term firm smooth,anger
3062,feel faithful not enough eye,joy
3063,know right feel like still th grade try useful little leg let,joy
3064,want enjoy feel successful,joy
3065,create paint owl e course intention share simple shape template use start owl other could easily create feel afraid start blank canvas,fear
3066,feel radiant morning,joy
3067,ill feel lively,joy
3068,reply make feel pretty,joy
3069,sit tonight pensive tense feel little fearful,fear
3070,tend think kinda contribute medium intelligence make understand feel thing clever sensible way visual art field especially always feel lose,joy
3071,speak reported feeling dissassociate dissatisfied human life,anger
3072,feel really wrong fact hu jia good society,anger
3073,wonder would feel someone scream say horribly rude thing behind back later,anger
3074,feeling month go damn cool thing store,joy
3075,feel torture person one world even think somebody wish somebody wish waste time though dream somebody torture,fear
3076,stay alone biology building dark,fear
3077,feel little grumpy today lame weather tease get weekend,anger
3078,feel glad little blog share danger see path ahead,joy
3079,feeling view not go popular fine,joy
3080,feel nervous sure like anyone else would position,fear
3081,also get feel proud weight loss complete month time lose around kg approx pound,joy
3082,could feel hit strange foggy wall,fear
3083,guess would feel like joseph walt trust care mother finance six month die time want defend self god make quiet,joy
3084,feel need emphasize thing moment grumpy last week,anger
3085,like idea woman entertainment industry especially pop music may feel pressured turn hypersexual tartlet get feeling rihanna provocative feel,fear
3086,feel eye hateful eye side glass belong family member beautiful victim,anger
3087,spend time date attempt date end feel confused,fear
3088,first hold scotty know love high price bundle joy could not help feel apprehensive time come hold,fear
3089,feel heart make list thing thankful,joy
3090,not know explain well like happily bob along explore abstract universe make contact something get excited happy feel satisfied like form special bond whatever encounter,joy
3091,talk essay people feel differently poetry angry sad,anger
3092,get giddy feel elegant perfectly fit pencil skirt,joy
3093,feel special wear front,joy
3094,may pour half empty cup still make significantly less make age fresh college entire dollar change hour feel like sweet desperate progress,joy
3095,post lovely picture instagram feel slightly rebellious walking plane feeling,anger
3096,predict angle win feel slightly less grumpy write let say gallow win clean keep thing tight,anger
3097,need nine hour true get less even seven hour suppose norm people consider lot feel grumpy unhappy seriously unmotivated,anger
3098,almost feel greedy believe want much,anger
3099,feel really emotionally distraught unable concentrate,fear
3100,grab collar pull passionate tonguey kiss feel long member slide wait ass cheek pulse frantic bud clit,fear
3101,feel threaten feel fear,fear
3102,feel even pressured cook healthy meal eat thorough preschool lesson boy keep house spotless exercise serve church community happy love wife time,fear
3103,love person go away not necessary leave reach goal,anger
3104,feel bitter see become,anger
3105,feel soooo impatient,anger
3106,love feel totally distressed hopeless put bright eye record something sudden realization life shit worry,fear
3107,almost feel greedy rd child many people know work hard,anger
3108,love leave reader feel confused slightly deceive,fear
3109,know main reason feel like lose unsure ever get piece back quite ready talk yet,fear
3110,feel uncertain decade ahead,fear
3111,feel anxious worry case not understand customer problem,fear
3112,feel deeply truly content,joy
3113,feel rush like plan certain thing summer long,anger
3114,feel nervous go back america know expect transition like,fear
3115,want feel greedy,anger
3116,begin feel fear nevertheless stubborn person sweep superstition away remind pay extra caution,anger
3117,find feel pretty pumped,joy
3118,feel happily rebellious,anger
3119,go clean slate unilaterally forgive feel wrong someone love intentionally carelessness thereby time forget perceive insult abuse,anger
3120,think watch general conference feel bit jealous,anger
3121,go feel shaky,fear
3122,want sacred experience feel divine communion god understanding want feel sublime love sacred term,joy
3123,hate feel indecisive negative right not know want,fear
3124,feel less aggravated upset today think realize worth prove waste time effort pointless stupid fine know uneffected time least,anger
3125,feel remarkably grumpy mention foolish,anger
3126,would like reduce amount jealousy feel god command we jealous feel every jew religious obey prohibition,anger
3127,feel fine pretty rough run hour minute straight,joy
3128,know feel bashful defend,fear
3129,feel nervous seem calm collect,fear
3130,feel acceptable even desirable,joy
3131,feel optimistic settle long arrive,joy
3132,feel afraid learn allow afraid,fear
3133,felt unfairly treat airport,anger
3134,feel suddenly startled catch breath think could day,fear
3135,feel head abyss create greedy greedy far greedy,anger
3136,feel like life practically perfect every way right every happy,joy
3137,feel useful,joy
3138,search search search rarely feel satisfied solution find,joy
3139,refer course though can not help feel somehow ironically retrospect loudon son kate mcgarrigle rather talente rufu wainwright,joy
3140,want future year make feel amazing good friend could ever ask,joy
3141,uncomfortable feeling actually important lesson learn,joy
3142,feel paranoid think look window feel insomnia creep,fear
3143,feel restless one home sunny outside,fear
3144,find make huge difference especially finger ring skin feel much soft less irritated,anger
3145,feel like audience smart enough know character well enough figure read,joy
3146,find feel distraught get old stress impending responsibility ensue generally content little bit repress anger make appearance instigate,fear
3147,still sure reilly feel need weird,fear
3148,feel particularly generous,joy
3149,feel like ask stay selfish one even though one make plan know can not,anger
3150,feel like can not can not give stubborn must win,anger
3151,however feel bit envious people different perfume different season,anger
3152,feel brave go somewhere afield like walk woodland around farm beach full day activity,joy
3153,grow mother treasure role family whereas use second guess lot feel unsure maternal skill,fear
3154,start feel get overwhelmed frustrate try open instead push deep slapping fake smile wait boil,fear
3155,think case whether people like anne coulter ed schultz really feel outraged viewer certainly feel kind outrage anger substance collective tirade,anger
3156,eat many restaurant feel enjoy cheap much delicious eatery elegant lack spice flavor place,joy
3157,feel convinced plus many diverse price tag feel sure everyone come fund plot light relatively economically,joy
3158,continue spend hrs feel envious really,anger
3159,feel extremely mind fuck,anger
3160,feel like thrill time feel like crap,joy
3161,feel insult video pete edochie respond death hoax feel insult href http olajideolafunmbi,anger
3162,continue feel disgusted every time accidentally catch glimpse mirror see result impromptu picture,anger
3163,cinema sister boyfriend man sit beside start stroke leg,fear
3164,smile feel rude make eye contact also really help,anger
3165,want say feel vulnerable writing share info,fear
3166,remember feel acutely distressed day,fear
3167,yet experience totality get use gift without feel like someone threaten jealous compete,fear
3168,sleep couch floor still feeling shake offer gently,fear
3169,feel cluster fuck head,anger
3170,also perfect girl friend always disappointment always feel doubtful always put hard time mood swing sudden outburst low emo mood,fear
3171,feel like go far feel like world shake day,fear
3172,not expect reilly mess since cat feel pretty safe leave place,joy
3173,feel however administration dangerous moral choice speak,anger
3174,admit feel agitated hubby ask want join drink agree,anger
3175,feel excited many blogger follow anxiously bear ww first week pregnancy,joy
3176,feel sense loss extremely talented passionate engineer want work certain dsp design eventually take job financial number crunch software company get right kind job,joy
3177,feel last torture fandom remain save saint football fan wrong sport,anger
3178,feel like trust driver,joy
3179,feel book explain thing well easy use,joy
3180,feel like continue bridge lesson since continuity go vital learn game,joy
3181,try try keep blogger read schedule review go close everyone else tired feel rush tired pressure put upon,anger
3182,get make excuse man big boy staff walk away red rooster feel dissatisfied underwhelmed confused,anger
3183,feel lil restless axel,fear
3184,feel kinda apprehensive,fear
3185,can not really understand feeling cause mixture bitter sour one even not get,anger
3186,feel socially anxious around lady,fear
3187,trust plan stay true listen prompting heart feel assure everything okay work plan,joy
3188,feel cranky already,anger
3189,feel insult sound insult,anger
3190,shall never feel like less value human always know need meet god people get rid pride ask,joy
3191,think favorite activity child often telling someone feel little unsure life direction go back childhood favorite past time hold many rich clue,fear
3192,feel stubborn today get home like way go to go get mri soon,anger
3193,feel optimistic much possible next hour kid come home,joy
3194,feel like legality marriage tatter thank hateful lie message prop campaign,anger
3195,feel see series intelligent people compartmentalise science religion mostly separate area mind way flick backing forth like radio dial,joy
3196,reach halfway point climb arm feel good god dam right leg tired,joy
3197,currently feel cranky silly reason go complain,anger
3198,study visit chicken factory butchery,anger
3199,feel quietly ecstatic painless change grocery expense,joy
3200,feel like totally fuck,anger
3201,drive we car part place terry feel like safe drive yippee,joy
3202,sick feel hated lonely dumb unloved forget,anger
3203,feel like project actually help pick valuable car decent look well efficient everyday use,joy
3204,thing make feel brave strong href http derfwadmanor,joy
3205,get feeling like momma stubborn strong willed amp full tx sassiness,anger
3206,feel cold breeze,anger
3207,vividly remember feel offended would even dream thing could choice,anger
3208,feel mad connection body decide kick side,anger
3209,guess feel agitated lately,anger
3210,feel like innocent version one night stand,joy
3211,feel like stubborn,anger
3212,feel frustrated novel progress right can not even decide,anger
3213,would like know duke university administrator feel acceptable readmit collin finnerty news story jan,joy
3214,ten get shut school friend jump window cross beam metre high,fear
3215,feel guilt inaction spend much time help support other,joy
3216,write anything feel passionate least genuinely interest,joy
3217,feel rich able insist pay asking price shop assistant obviously pleased able boost taking charity hope generous person donate easel shop also feel rich,joy
3218,feel rush get ready tomorrow,anger
3219,feel like actually productive today,joy
3220,feel especially honored pick feature alongside favorite designer like diane von furstenberg rodarte jason wu,joy
3221,feel little less fearful,fear
3222,feeling mom will not keen idea,joy
3223,say word devotee feel relieved hear title deen bandhu fall person become afraid title uplifter devotee consider true devotee hence unworthy benefit aspect personality,joy
3224,feel irritable today class,anger
3225,really really sad miss menswear show feel like worth support venture show menswear,joy
3226,feel like way probably put vulnerable position enough push limit,fear
3227,work think good reason either feel pity disgusted rarely intrigue class people care talk,anger
3228,feel pretty weird blogging deodorant bit deodorant snob find really hard find good one,fear
3229,get intrusive thought mostly violent one sometimes sexual sexual one make feel really agitated pleasant whereas violent one tend bother,fear
3230,not think angry type away feel word evaporate cyberspace pissed happen,anger
3231,feel annoyed,anger
3232,truly feel leave friday smile feel respect think teasing little heathen love enjoy arouse animal delight,joy
3233,can not stop talk even though already feel weird uncomfortable feeling swarm still mouth keep say unnecessary word,fear
3234,try intuitive often make feel sort confused nauseous,fear
3235,feel put brave face fuck let get real,joy
3236,feel bit bitchy tonight,anger
3237,go talk bit feel important role fan wonderful game call music,joy
3238,quickly learn move sauna ice cold bath steam room shower feel like torture goldilock want nothing find middle ground hot cold,fear
3239,thankful everything seem work wrap week new job also feel pretty lucky people life,joy
3240,feel flirty playful sexy reckless,joy
3241,feel truthful fun always lie idea see realize soo much object goal,joy
3242,yet feel terrified fail honestly feel like overconfident right believe do good,fear
3243,keep come back feel awfully selfish feel low negative many far bad position,anger
3244,say name feel change nearly violent desire reign difficulty first wave orgasmic stupor envelop,anger
3245,think break good friend year would make bitter feel hateful towards,anger
3246,feel utterly disgust would look way thing continue,anger
3247,feel doubtful ever since take job,fear
3248,feel people not see worth afraid discover,fear
3249,lose good friend one make feel forever content life eternally happy,joy
3250,feel angered,anger
3251,ask zack could go write feel gracious enough let,joy
3252,feel quite scared work life balance start work ken,fear
3253,feel totally carefree around,joy
3254,meet supermarket bank dentist etc make feel like weird,fear
3255,feel bit cranky today,anger
3256,feel cold,anger
3257,feel abit uncertain,fear
3258,feel confident team right four hour ago,joy
3259,use moment opportunity feel radiant beautiful soul hide long behind wall,joy
3260,already feel like less productive,joy
3261,complete act feel temporarily satisfied feeling quickly go away feel ashamed guilty,joy
3262,always spend money mean feel dissatisfied exit store,anger
3263,feel torture href http lawrencewashington,anger
3264,bless way feel like torture divinity,fear
3265,end feel satisfied,joy
3266,know gross think put snail mucus face small price beauty plus texture product like face cream feel weird,fear
3267,think easy feel afraid one consider nuclear weapon weather protest riot police reaction government response law pass,fear
3268,guess depend mood whether feel sociable,joy
3269,feel rather bitter rather defeat multitude subject let talk main one,anger
3270,leave meeting feel little hesitant situation,fear
3271,boy try fool would ok try show gook boy,anger
3272,feel angry think much government gulp away money,anger
3273,would feel pissed,anger
3274,could feel hate draw tight feeling,anger
3275,picture feel shy class sign,fear
3276,spew desperation situation already feel uncertain,fear
3277,never know hurt feeling think sarcastic return,anger
3278,feel like perfect person trust not want perfect,joy
3279,want birthmom feel confident make right decision,joy
3280,feel super behind aspect life need read,joy
3281,lay reading headlamp feel tent shake giant hand,fear
3282,love slight cat eye shape lense instantly make feel likeaudrey hepburn breakfast tiffany glamorous course gorgeous case not hurt either,joy
3283,feel greedy,anger
3284,ask difficult question attempt understand feel strange push pull different aspect life,fear
3285,tired feel like helpless victim stick circumstance slowly start make change,fear
3286,feel honored nominate award,joy
3287,fine mary anne answer feel little impatient,anger
3288,test try drop nothing happen suppose something happen phone would feel fuck,anger
3289,feel something wonderful go happen,joy
3290,feel uncertain entirely safe,fear
3291,think good feel player feel try help one thing life want believe believe strong enough good thing happen washington say,joy
3292,ill whingee much ache least feel slightly virtuous,joy
3293,feel like distracted silly thing like twitter spend entire evening kid actually hear thing say,anger
3294,feel uglier strange deformed awkward look already feel,fear
3295,feel torture hear talk sing laugh cry,fear
3296,glad peter not feel threatened concern recent interest decidedly egalitarian almost feminist christian blog jonalyn fincher href http soulation,fear
3297,notice improvement gabapentin last night dose zonisamide leave feel relaxed,joy
3298,create piece similar would improve spend time background feel rush could detailed,anger
3299,feel bashful whenever talk,fear
3300,give charity feel valuable person receive,joy
3301,like expose end feel vulnerable,fear
3302,feel extraordinarily lively,joy
3303,feel joyful feeble,joy
3304,really like job far feel like genuinely put good world,joy
3305,even time two find feel bit jealous mother perfect baby sleep night since three month old speak sentence age two,anger
3306,also feel help become intelligent individual,joy
3307,know want somehow include idea natural healing holistic living site also feel radiant vibrant enthusiastic life age,joy
3308,try speak stand simply try insert conversation feel selfish like attention whore,anger
3309,allow feel thing bother,anger
3310,feel sexually threaten guy asshole fuck course go bitch whatever need get ass situation,fear
3311,sometimes feel overwhelmed hat wear try figure real emily,fear
3312,scream cry many ppl feel insecure want hide sweat lot,fear
3313,want anyone feel inhibit body typical ballet body,fear
3314,grateful feel energy life within body feel pleasant vibration hand foot body head,joy
3315,write search praise recognition amazing feeling read admire,joy
3316,feel frightened want document way feel,fear
3317,feel like normally would angry actually think could never beautiful size,anger
3318,feel like everything fuck,anger
3319,feel shake open though heart break word speak,fear
3320,feel like gain strength quickly could probably start ease back running pretty much scared silly,fear
3321,enjoy today darling long time since back horse admit feel little hesitant go,fear
3322,hope one day feel strong optimist right life,joy
3323,feel annoyed everything,anger
3324,go assume moral obligation find way make sure feel pretty damn rich every day,joy
3325,give different feel carefree,joy
3326,feel reasonably assured run magical genealogical strain,joy
3327,feel doubtful nutritional method alone solve problem,fear
3328,feel wrong judge people make time however also find actually life need responsible action people around we,anger
3329,take slowly go pace feel pressure finish catch look miracle cure,fear
3330,like feel productive even though sometimes grumble time scratch butt,joy
3331,feel spit somebody vicious kind disrespect say,anger
3332,get pretty quickly make feel like respect,joy
3333,workout every morning feel fabulous,joy
3334,feel like smarter well rounded person,joy
3335,think try demonstrate difference know not see may still feel doubtful,fear
3336,feel really strange without bang sometimes want cut hair,fear
3337,remember feel outraged core read particularly heinous series article friday time else paper,anger
3338,mean logistic sort way feel like can not take one frantic non stop day,fear
3339,busy girl good type busy feel really happy thing right love new start glasgow,joy
3340,can not wait till summer feel somewhat carefree,joy
3341,feel sarcastic often,anger
3342,feel like must life afraid,fear
3343,fascinate ebb flow water stand feel content watch wave,joy
3344,try breathe feel frustrated breathe calm desire,anger
3345,anything feel feeling issue get resolve dissipate emotion powerless make resolution issue,joy
3346,take offense frightening feel vulnerable close relationship other draw offense frightful vulnerability love god mercy seat fill full,fear
3347,know alone say often feel rush,anger
3348,feel manifest strange way,fear
3349,hate moment feel hateful another person,anger
3350,feel complacent start think smart,joy
3351,love slide nice big throbbing cock feel gorgeous body man,joy
3352,personally feel little offended put millennia brainstorm particular three vice,anger
3353,certain friend try push seat violent way apparent reason may excited something,anger
3354,feel deeply pleased hand plane take thin shaving wood precision truly marvellous,joy
3355,remember feel little jealous realize time together not solely large network social interaction ready progress get,anger
3356,feel impatient would like get life hurry push right back illness,anger
3357,feel lip curl half smile amuse way put,joy
3358,like build quality button layout change accord phone function also like haptic feedback really feel like phone button herrman still convince haptic,joy
3359,throw well ill feel heck paranoid tree brach right jump chipmunk cross path went walk today,fear
3360,go say anything feel petty seem load gettin heavy,anger
3361,feel resentful sun chase house day,anger
3362,say give sweet little feeling fuck,anger
3363,also feel energetic able keep go well part day,joy
3364,conduct survey quite likely many feel assault onel demon creator would feel wall cover eminent figure patriotic hero epic deed,fear
3365,also want let know despite blog post still feel bit weird blogge,fear
3366,feel physically uncomfortable last month life nothing new,fear
3367,think will not affect think feeling petty side digust,anger
3368,feel like pressure young beautiful thin depend trend girl rejuvenate butt implant,fear
3369,want job permanent feel like value,joy
3370,strange feeling go turn quite ok soon enough lady picture probably beg brew stuff,joy
3371,feel disgusted need act cute like action gwiyomi,anger
3372,feel disgusted woman undoubtedly bank incident one hand picture political pundit know would use nice way,anger
3373,feel pissed feel like sleep,anger
3374,feel creative able think outside box bit go attempt adventurous eating plan week,joy
3375,kinda steal joshua customer feel amused,joy
3376,feel selfish,anger
3377,remember feel terrified child,fear
3378,feel content achieve know write today still tomorrow,joy
3379,become aware feel impatient think thing go fast enough choose change thinking remind god timing perfect,anger
3380,meet date continue source apathy bad people feel wrong whose confidence act bad faith,anger
3381,feel cute useful,joy
3382,know feeling powerlessness control send mad tizzy haagen dazs,anger
3383,go putter computer till feel less violent,anger
3384,feel rebellious,anger
3385,feel rude ignore plea help fault,anger
3386,feel cold mostly arm torso,anger
3387,feel bit frustrated tonight,anger
3388,use regularly relax music always feel invigorate afterward,joy
3389,do much reading feel like paranoid extra stuff since one seem,fear
3390,ill admit feel little paranoid wonder many other defriende,fear
3391,believe imagine would like act live front audience make feel joyful,joy
3392,feel rely instinct intellect start doubt whether intuition keen,joy
3393,tend shower day feel slightly rebellious get stinky nothing,anger
3394,could feel strange paralysis body arm hand except odd little force field hold middle finger forefinger thumb,fear
3395,end perfect studio walk feel aggravate yes bizarre,anger
3396,hear way parent friend mistreat,anger
3397,small people think feel amazing bathing suit,joy
3398,feel really irritable surround,anger
3399,close eye recite follow mantra every day whenever feel unsure frustrated shiftless progress towards top body,fear
3400,feel less threaten world,fear
3401,feel resentful show resentment eat tempura sundaes,anger
3402,swear make feel lot well,joy
3403,feel less bothered thing happen around,anger
3404,actually feel frightened see mother go treatment malignant melonoma,fear
3405,can not make proper conversation feel annoyed little thing,anger
3406,get upset feel person uptight chatting,fear
3407,also feel gorgeous nail day come concoction three soak pale bod fake browness watch come soon,joy
3408,back un emo mood read post make feel like react something petty,anger
3409,tempt feel little bitter see,anger
3410,really expect somehow make feel shy part,fear
3411,feel little irritable mun part fun part stressful part uncomfortable making part horrible regardless record set straight,anger
3412,know last long ambulatory feel even though try positive possibly,joy
3413,still feel leg get cold,anger
3414,know kind funny feel hesitant make fashion something use scent clothe worry bit,fear
3415,may notice feel aggravate joyful whatever feel,anger
3416,drive dannika school feel little bit rush greet turn corner,anger
3417,ever feel anymore one we get angry,anger
3418,without home without somewhere feel truly welcome safe,joy
3419,stand close say cow name gabriella btw feel rude call cow,anger
3420,push feeling aside content apple,joy
3421,feel grouchy short temper guilt kick,anger
3422,feel get fearless artist time think one believe,joy
3423,feel like cold object identity,anger
3424,try feel rush along other busy,anger
3425,choose importantly someone vent explain feel moment whether bum ecstatic anything,joy
3426,like comfortable usually silence help although time absolutely need music couple hour feel rush,anger
3427,start feel resentful whole situation something click,anger
3428,stay relative house break,fear
3429,feel twitchy physically agitate,anger
3430,want able trust everything want feel like valuable thing face earth want feel like nothing could ever even consider think amazing,joy
3431,feel like capture sweet look,joy
3432,feel like federer talented player sure,joy
3433,feel excelent sometimes nothing especially since really keen video game anymore watch bit anime movie get life,joy
3434,tend come away feel insult book deny,anger
3435,feel fuck day,anger
3436,really not like attention feel pressured think topic talk,fear
3437,feel damn agitated speech,anger
3438,indulge work forget time trust people easily feel restless work finish,fear
3439,feel torture self induce deprecation resentment,fear
3440,feel energized eager write tomorrow,joy
3441,thrilled way skin hair feel like skeptical,fear
3442,pray everyday feel convinced god call see,joy
3443,notice increase frustration feel petty artificially create drama,anger
3444,feel like rude,anger
3445,back another skincare review well actually feel reluctant make review sectret key snail egf repair gel cream even stop use switch back second jar href http sparkleapple,fear
3446,six year old,fear
3447,read experience go vegetarian vegan meat eater toxin leave body make feel irritable grumpy,anger
3448,write blog want go something feel pressured want well word,fear
3449,serious question feel ok support healthcare plan trample another belief,joy
3450,feel nervous try something new lesson horse shy something,fear
3451,think would come fast would come suppose feel cranky today,anger
3452,feel angry cancer slowly kill dad,anger
3453,feel confident pursue multiplayer flash game next agenda,joy
3454,feel bit casual put plain tank top loose bottom get zara,joy
3455,understand feeling writer unsure skill unsure audience wonder waste hour hour life make mark page,fear
3456,let finger stroke across chest heart marvel feel terrify step far,fear
3457,guess feel pretty hesitant,fear
3458,feel particularly mad course say go crazy really feel like become sane,anger
3459,feel free create definition believe rather follow prescribed path,joy
3460,feel stress get upset,anger
3461,feel cute tune song day christmas play mind pia almost good friend go like everyday share almost everything understand together go,joy
3462,not think happen lot feel insanely cranky could not get ear immediately,anger
3463,feel smug add hardship last five year round sum nice even number,joy
3464,think might ready feel unsure assessment,fear
3465,spend year feel resentful try curb feeling resentment,anger
3466,feel little apprehensive feel like suddenly way old compare mental age,fear
3467,feel like not bother people petty stupid little pathetic thought feel like one really would care know really go inside head,anger
3468,feel bit afraid thin thin would like know elevate thyroid hormone eat less movement improve metabolism drug still normal range within distressed end hyperthyroidism thin really healthy thin,fear
3469,desperate save feel anything yet skeptical consider chemo tell radiation oncologist initally well internist nasal sarcoma chemo sensitive,fear
3470,feel frightened kind raw way,fear
3471,not want big button simply not feel bother nice look button hole maybe next time suspicion could cause give avoid negativity order extra large red press stud attach use decorative stitch visible outside,anger
3472,feel especially irritated,anger
3473,feel like paint tonight simply creative,joy
3474,extremely good friend someone course feel reluctant extent favour someone,fear
3475,feel like way would less bothered,anger
3476,know feel little apprehensive offer gold jewelry minimal cash go to share find regard process sell gold jewellery revenue,fear
3477,plan share everyday life story travel adventure inspiration handmade creation hope also feel inspired,joy
3478,feel pressured look awful make dark wig eye brow look light,fear
3479,feel inner conflict sense duty desire play entertain thought sex,joy
3480,feel glad mu tou cause tolerate give massage leg cramp,joy
3481,feel bit reluctant write,fear
3482,make feel joyful focus positive,joy
3483,feel shy feel mad feel sad,fear
3484,feel pretty annoyed whole thing decide share reason rejoice,anger
3485,feel need respect sake,joy
