,Comment,Emotion
6215,report dear soul energy feel strange today wonder something,fear
6216,feel little hopeless sometimes,sadness
6217,feel like live without apendage vital organ,joy
6218,feel rotten mad whole situation could throw temper tantrum,sadness
6219,feel virtuous ill make rich tea hobnob money calorie object k,joy
6220,keep go back people douche canoe need feel superior need ego boost need someone look upon,joy
6221,feel intimidate girl acne getting rid pimple,fear
6222,feel like karen far greedy pushy demand front,anger
6223,feel brand college way popular back high school,joy
6224,admire make feel amazed life,surprise
6225,really think like feel actuality hate personality,anger
6226,ill feel let thing empty space,sadness
6227,really lay back bohemian feeling style think item would perfect beachy california trip,joy
6228,feel little frantic recently summer together fly quickly,fear
6229,feel isolated since started work,sadness
6230,like talk someone butterfly like feel get someone sweet feel nice notice,love
6231,think safe say learning experience one another honestly nothing positive feeling fond memory,love
6232,try think anywhere else make feel awful awful awful,sadness
6233,remember feel amazed little person child new brother,surprise
6234,feel like haiku pleasant note end,joy
6235,feel strange frankly bad sad,fear
6236,feel need little break however like something lovely quiet,love
6237,feel sooo bitchy make devin,anger
6238,remember feel especially impressed start fresh new remove clutter,surprise
6239,think nothing inherently wrong feel homesick,sadness
6240,feel like people think selfish gender make sense,anger
6241,feel bitchy guess,anger
6242,feel utterly content everything previously unknown place rekindle desire see world,joy
6243,think two way look life feel convinced sensible see lease rather gift,joy
6244,travel feel like man expect neurotic superficial easy sometimes true,fear
6245,feel moderately handsome minute soon go ill look like twat,joy
6246,feel michael jackson talented artist since day one collaborative work give artistry ne yo would conducive comeback,joy
6247,idea give vibe feel like pretty dangerous vibe give willy nilly,anger
6248,feel sad see son uhuru persecute man ill woman martha karua carry bag,sadness
6249,allow feel guilty neglect work due part want,sadness
6250,first start feel confident behind wheel,joy
6251,talk essay people feel differently poetry angry sad,anger
6252,feel awkward talk book begin,sadness
6253,feel thrilled feel bless feel honored light boss,joy
6254,feel unfortunate companion differ,sadness
6255,see post one girl facebook page say something effect feelin horny,love
6256,also feel little selfish get excited hit friend friend make feel victorious choice,anger
6257,still feel somewhat intimidate guess safe cautious fully aware ok,fear
6258,feel completely emotionally exhausted pretty much point cut tie every man know,sadness
6259,know upset ryan like meet even think feeling sincere,joy
6260,think think really feel insecure,fear
6261,interest relationship person long term end goal mind little spat feel wrong really rather little consequence grand scheme thing,anger
6262,arrive anchorage take hour spend time parent eat local favorite joint go stroll parent childhood neighborhood able take big sigh feel relieved,joy
6263,feel like appreciative struggle,joy
6264,would like go not feel think partly would someone thrilled around right,joy
6265,come close pack head home wonder would home feel less awful,sadness
6266,mean get nice someone care like relationship great thing feel wonderful look life yet,joy
6267,feel belly perfect two butterfly class imagebox href http,joy
6268,little tired write thing feel like solemn post bit much home school family blog,joy
6269,get feeling need feel accept appreciate,joy
6270,want say something bad vibe feel hostile not think good night,anger
6271,work right feel lot optimistic pattern,joy
6272,hurtle first chapter desperate see good come away feel disappointed,sadness
6273,sing swim feel like pleasant passing time song,joy
6274,feel like people cause pain go life without issue people burden pain one strong enough deal one become depressed jade,sadness
6275,feel capture peaceful serenity relaxing invite pine lake,joy
6276,feel particularly damage,sadness
6277,feel unpleasant pressure,sadness
6278,new jersey first drink consume post prom party feel appropriately lame,sadness
6279,know feel suffer pain sorrow loneliness know mom suffer illness,sadness
6280,get past feel friend walk life unsure feeling value important enough,fear
6281,feel irritated,anger
6282,lately feel productive time home happy life general happy child husband,joy
6283,often feel like drown try come valuable content write engaging post,joy
6284,swamp uncare unfeele fuck apathetic humanbeing will not pull head ass long enough turn around look say see,anger
6285,pollution flower dew moisturising gel cream delicate luxurious feel lovely skin,love
6286,blush feel guilty ask something costly worldly,sadness
6287,know advance fine make plan change fall end know feel restless angsty,fear
6288,feel deer support mouse parade hope rel bookmark permalink,joy
6289,not feel get board really pleasant,joy
6290,feel like useful engine mother watch thomas understand,joy
6291,start feel apprehensive,fear
6292,stop labor make feel terrible,sadness
6293,really badly wear anything without cause spasm diarrhea eat mouthful feel miserable,sadness
6294,tear situation happen lot support feel like support,love
6295,happy past two month give much feel ungrateful admitting think need,sadness
6296,learn former boyfriend become engaged although glad find want,sadness
6297,feel grounded less fearful,fear
6298,would really like able help financially around house make feel much useless can not,sadness
6299,feel pretty smart,joy
6300,feel pissed,anger
6301,ill admit feel little paranoid wonder many other defriende,fear
6302,not forget embrace not feel pity feel proud,joy
6303,feel helpless hope somehow receive dose drug help get throw hard time,sadness
6304,haul feel dumb get lock key pay man fee wait see frank black amp catholics devil workshop release simultaneously black letter day initially feel well two,sadness
6305,feel like selfish,anger
6306,feel optimistic find want ride,joy
6307,feel totally confident could get job google,joy
6308,wish thing feel strange place,fear
6309,go school feeling miserable end laugh reason weird,sadness
6310,not want make bad impression new co worker job lab simply feel insecure agitate time,fear
6311,stop think feel paranoid like judge know probably feel way,fear
6312,feel deeply disappointed,sadness
6313,feel irritated suppose guy waste valuable time talk lady,anger
6314,feel like almost vital find answer href http quilting,joy
6315,want feel angry right feel way,anger
6316,feel bit shake though,fear
6317,feel vulnerable touch heart make choice well family less worried please everyone else,fear
6318,would feel well,joy
6319,feel overly bless life,joy
6320,look picture feel creative tingle blood make feel like home,joy
6321,feel like snob bit skeptical start idea kenny werner neither thomas musician give book,fear
6322,guess mean assume photo word way convey really feel unless feel khi bi au th bi th ng ng b au rephrase bit gloomy context unless hurt never sympathy hurt one,sadness
6323,feel like proud new mom picture taking heidi,joy
6324,not feel like post long time feel sociable,joy
6325,feel incredibly slack mrs greedy gut still desperate search unspoilt base career ladder,anger
6326,feel bad lot people know watch documentary people drug try fill void something hurt past try fill drug make feel temporary happiness,sadness
6327,feel think determine href http usarious,joy
6328,feel remorseful leave food behind make effort eat least half stuff fruit parlor eat hamburger steak,sadness
6329,feel surprised look new,surprise
6330,want woman feel envious figure say oooh never guess baby,anger
6331,wake feel ok weird feeling run today,joy
6332,feel anxious really try project exact opposite,fear
6333,feel cold mostly arm torso,anger
6334,feel drain look date real last entry,sadness
6335,feeling shall go mad,anger
6336,find people raise issue yet come across official address feel helpless,fear
6337,feel rather listless dull today slightly head achy good chance blahness throughout day,sadness
6338,feel often roll beloved new york little do many start write race colour religion sexual preference gender identity reader say hey mia confused,love
6339,luckily think anyone know time help feel bit shaken,fear
6340,feel emotional something positive otherwise,sadness
6341,think beach favorite place although get feeling would quite fond desert also,love
6342,mean lot love give feel give love,love
6343,feel petrified future,fear
6344,car roommate family feel like rude call dad dad give direction keep ask need bring,anger
6345,feel fantastic refresh rejuvenate wake restful hour nap,joy
6346,fare pretty well feel quite pleased journey go well,joy
6347,go crazy non stop dance rouge live band good feel troubled want dance problem away,sadness
6348,not like former fob feel joy receive telegram offer new one though well wait,joy
6349,remember couple year ago feel romantic dreamy ask wonder celebrate th anniversary,love
6350,could feel tear well eye feel disappointed lack fitness ability keep annoyance let get,sadness
6351,buy stuff guardian contest feel bit top grab indiscriminately care well,love
6352,not want put much pressure feel like could make amazing year ever,surprise
6353,always flashback talk feel burden appear radio show alone lee jaeryong jungeun good morning,sadness
6354,feel annoyed girl,anger
6355,feel scratch way feel wrinkle fond regard evidence life well live,love
6356,mean feel festive wear great big snow man chest,joy
6357,feel completely isolated world think one like,sadness
6358,feel relatively indecisive hungry walk past barbeque place,fear
6359,care care people disability target sensationalist medium report well time feel sorrow parent family member community newtown connecticut stun event today,surprise
6360,hard time feel joyful morning morning gift,joy
6361,feel dull worry,sadness
6362,still feel christmas love polyvore board start advent,love
6363,could quote recent poll showing young american muslim man feel suicide bombing acceptable defense islam apparently thing like not kill universally share moral value,joy
6364,feel humiliate person phone,sadness
6365,put weight leg bent like get car feel dull pain knee,sadness
6366,feel pleased glad people like thaliad want celebrate,joy
6367,would feel environmentally friendly sell,joy
6368,feel hesitant want buy another house,fear
6369,feel eye hateful eye side glass belong family member beautiful victim,anger
6370,feel like lex convince something martha say eye get misty,joy
6371,witness feel helpless change take arm heart pen write,sadness
6372,feel super exciting sensory bombardment,joy
6373,really notcie mental clarity like finally begin wake year foggy brain feel lethargic,sadness
6374,feel wildly supportive swallow tension every single five year old know know letter know backward,love
6375,set make copycat version saturday feel pretty successful,joy
6376,sit tonight feel anxious,fear
6377,feel miserable try thing,sadness
6378,move stop stare lady feel good feel bad,joy
6379,feel idiotic sifting personal site nerve,sadness
6380,start feel think not want continue pray anymore make feel hopeless,sadness
6381,also feel completely overwhelmed incredibly unappreciated,surprise
6382,honest feel little strange company greatness,surprise
6383,suppose partly fault forget earplug still really frustrating feel like permanently damage apparent reason,sadness
6384,feel defeat extremely agitated well frustrate beyond word,sadness
6385,feel like already read every clever profile see every picture importantly go first date every guy okc eharmony match etc,joy
6386,normally would call meaningless stupid guess feel little bit adventurous,joy
6387,feel spiteful toward,anger
6388,make someone feel unwelcome rrreeaallyy fast without say word,sadness
6389,feel discourage disgruntled href http tracifishbowl,sadness
6390,feel rude ask,anger
6391,keep ian really feel shitty wish could date ian,sadness
6392,continue feel nervous inside long talk sensibly even one time around someone wrong feeling many level clue,fear
6393,go honest feel distraught,fear
6394,feel energy divine flame,joy
6395,feel thrilled matter day,joy
6396,feel disturbed world see camera eye,sadness
6397,like watch people horrible thing outraged feel superior,joy
6398,feel little awkward go share poem,sadness
6399,feel hate parent,anger
6400,feel groggy bad skin day,sadness
6401,feel presence belove,love
6402,never feel bad spending money people spend,sadness
6403,would spend hour preppe meeting supervisor feeling convinced nail,joy
6404,sick dependent even partially someone make feel unwelcome,sadness
6405,still feel jealous friend mom talk politely,anger
6406,shake walk expansive beijing capital international airport feel utterly un amuse prospect international transfer china,joy
6407,terrify revelation feeling would drive away though reassure,joy
6408,know gut feeling really bother say,anger
6409,feel glad,joy
6410,place right feel safe peaceful,joy
6411,feel dangerous people dismiss disconnect consider trial equal physical hardship revere pioneer,anger
6412,agree look gorgeous feel amazing wear town one time new year eve,joy
6413,use share feeling think lovely roomate shermin joey,love
6414,surmise make sick one many time take sitcom run come around feel dissatisfied stationary life without much forward motion,anger
6415,feel acceptable solution replace brush rightful mac predecessor,joy
6416,feel like rude,anger
6417,feel like life become rather dull lack excitement feel next year different,sadness
6418,buy world tell would fill emptiness leave lonely feeling confused emotional baggage physical consequence never expect,fear
6419,think allow feel way heartbroken,sadness
6420,know interested renaissance baroque art relate jamie like feel tender towards everything think inanimate object feeling,love
6421,want write feel purge repress feeling,sadness
6422,get nervous feeling timid shy talk like know whole life,fear
6423,feel not appear nowhere distract would notice light change none would happen,anger
6424,realize last month generally tend feel tremendously dissatisfied sex,anger
6425,feel rather pissed,anger
6426,tie thought class life can not perform feel ashamed afraid,sadness
6427,feel ok would fun drive dunstable stand field hour watch people try drive preposterous motor grass slope trialle,joy
6428,mean beginning mark end one good month year leave feel exhausted,sadness
6429,feel carefree never think crap go life,joy
6430,feel everyone entitile opinion opinion respect,joy
6431,get contact lense day try get use feel like face look really weird without glass strange see distance,surprise
6432,feel like doom spend rest life customer service,sadness
6433,still feeling ya feeling love,love
6434,find can not much use without feel exhausted,sadness
6435,feel optimistic everything moment,joy
6436,say page book feel torture really feel pain character,fear
6437,feel like can not put lot care anyway,love
6438,well feel bit cabin fever unwisely convince spooky take matin e screening scott stewart legion,joy
6439,like pray decade whenever feel stressed scared,anger
6440,wake nearly enough sleep feel daze,surprise
6441,refer comment pattern right feel divine really since probably bear set dpns hand,joy
6442,keep think awesome would feel afterwards remember amazing feel emotional spin class previous night,surprise
6443,feel vicious sleepy,anger
6444,feel like ass say since sweet sister go quite possibly bad year life time,joy
6445,feel damage witness,sadness
6446,say feel like hate,anger
6447,happily marry man show wedding ring swear hit feel sweet energy like know not know right,joy
6448,take day unusual almost feel naughty,love
6449,do couple year feel like place hate wish could,anger
6450,hope feel festive keep warm,joy
6451,never want rude even feel someone rude even want feel like need like crush offender thoroughly leave tear front everyone sensitive,anger
6452,feel repressed emotion surface glad solace seek writing,sadness
6453,feel like energy love every minute,love
6454,feel stupid diamond richie mix,sadness
6455,love taylor swift many inspiring song song always represent feel damn gorgeous nice fan,joy
6456,pretty tired feel little homesick mood mingle,sadness
6457,great complain modern society gear toward make people feel inadequate,sadness
6458,still feel pretty lousy allergy induce stupor last night really feel wildstar interact human being,sadness
6459,feel even bother bother boy probably even think,anger
6460,hate selfish get to admit feel depressed,sadness
6461,truly empathize feeling failure discontent would challenge focus energy order gear next cycle,sadness
6462,feel comfortable try say,joy
6463,turn easy yummy make feel clever able make sandwich soup leftover like mum,joy
6464,awesome workout feel amazing,joy
6465,want feel like could depend put ur care dare say tender hand thing hold dear u like winter never see land become cold,love
6466,even think type person could feel homesick,sadness
6467,grab collar pull passionate tonguey kiss feel long member slide wait ass cheek pulse frantic bud clit,fear
6468,know feeling ignore,sadness
6469,feel place post since feel hesitant join aa full force could use insight people inside,fear
6470,feel isolated stay home mum shonas story note athe negative feel isolated stay home mum,sadness
6471,diabetes clinical depression put right record abstinence alcohol eight year feel calm listen specialist,joy
6472,really feel cute wear,joy
6473,feel neglectful lot respond comment,sadness
6474,feel pretty sad look like will not able plant tomato garden year,sadness
6475,sit couch thinking miserable feel indulge much delicious food,joy
6476,feel idiotic let call we good friend,sadness
6477,feel much alarmed prospect see general jackson president,fear
6478,either feel like crap day try make rest day exhaust,sadness
6479,feel thankful relieve,joy
6480,feel quite anxious,fear
6481,feel really shy feeling talk feel happen trip really nervous appreciate effort say way,fear
6482,feel slightly weepy milestone lot happy,sadness
6483,seem remember feel contented,joy
6484,basically cold call company little success feel depressed getting discourage,sadness
6485,fucking sick funny head feel like go explode sinus ache stomach feel sloshy sure good,sadness
6486,rest feel generally unpleasant queasy frustrating background way not feel right can not place exact cause,sadness
6487,feel jealous remind story keep path well live,anger
6488,feel honoured allow write story,joy
6489,achieve deepen realization need plan ahead feel satisfied avoid make silly food choice,joy
6490,ass hand murt start feel fuck little,anger
6491,feel extremely discontent right,sadness
6492,realize total idiot forgot clarinet choir make feel even idiotic stupid already,sadness
6493,feel homesick several month probably since christmas,sadness
6494,strop bit feeling grumpy miss,anger
6495,never happy thing feel ungrateful,sadness
6496,wanna know feel pretty every guy love,joy
6497,feel completely inadequate unable express word,sadness
6498,like shirt achieve instill sense make customer feel value person comment sincere,joy
6499,disintereste read leave feel inadequate,sadness
6500,feel like treasured prize,love
6501,keep stare quivering flower feel like violent flower time lapse photography flower shiver vigorous growth accelerate flicker sun racing sky herald end relationship even start,anger
6502,feel devastate young man,sadness
6503,think lot weekend watch fault star two kid cancer make feel really weird anxious,surprise
6504,really feel beat we breastfeed,sadness
6505,feel fairly content,joy
6506,guess sometimes not aware true feeling playful kiss expose,joy
6507,long road initially feel like rude turn food make bring sometimes eat stuff gluten free look delicious even maybe not feel good eat really mediocre wedding cake example,anger
6508,sit type wonder belong feel distracted feel comfortable feeling misunderstood hurt,anger
6509,feel burden expectation,sadness
6510,still feel weird day,fear
6511,feel indecisive,fear
6512,probably saddle guilt feel like thing instead piss highly unimportant thing,sadness
6513,feel bad call mere book story six individual story nestle together,sadness
6514,also give several shiny present friend really rather cool actually prefer late birthday present early one extend period feel beloved significant segment sundry unexpected,joy
6515,feel nostalgic anything,love
6516,might able recreate feeling get back cold fog await tomorrow night,anger
6517,spend energy make world live well place everything power kick people feel superior other not challenge,joy
6518,feel faithful point,joy
6519,feel reminder take care something precious need treat well,joy
6520,really feel quite good safe baby home although always risk still feel bless everything turn,love
6521,feel like trust faithful blogstalker,love
6522,battle desire move away want rude seriously feel disturb nearness,sadness
6523,feel like despise,anger
6524,feel like gain strength quickly could probably start ease back running pretty much scared silly,fear
6525,think lunch sound datey coffee feel casual,joy
6526,feel little overwhelmed give amazing tool meet wonderfully creative fun crazy people remind voice silent long,surprise
6527,would take something feel weird go foreign country take picture place thing people probably consider commonplace,fear
6528,give honest opinion revis tell reporter jet locker room add feel people let slide say smart remark certain thing,joy
6529,feeling go get unpleasant comment anyway,sadness
6530,always dance contest go great feeling everybody watch know entertain,joy
6531,feel weight single dom pull like dangerous rip tide relentlessly surround every inch body,anger
6532,feel fuck,anger
6533,wake morning feel alittle disappoint log onto href http calvaryccv,sadness
6534,feel rather stress preparation prom night,anger
6535,feel anger love failure totally not get mothering friend grief loss captivity wonder awe ignore,sadness
6536,even sure formulate thought since put feel slightly overwhelmed,fear
6537,look normal even feel terrible really hard hear someone say oh look good,sadness
6538,feel suffering reflect fraction suffering,sadness
6539,help feel troubled,sadness
6540,feel beloved nakahara mai would voice nicely,love
6541,mightily nervous give crash burn point last time still remember feel shocked hard find x second run,surprise
6542,not sure company would hire time year feel hopeful,joy
6543,remember child feeling totally scandalize outraged find girl not play nfl,anger
6544,feel fantastic not actually take time rest,joy
6545,read people post moment feel give left fingernail left fingernail precious one polish perfectly,joy
6546,really feel like much maybe something gentle,love
6547,feel angry happy,anger
6548,feel like witness birth really amazing dm,joy
6549,feel like kind melancholy post talk anti love fear,sadness
6550,death grandmother,sadness
6551,seem feel little less anxious week sure wish could check every week doctor instead schedule,fear
6552,feeling need gorgeous envy,joy
6553,feel confused life want know life,fear
6554,keep come back feel awfully selfish feel low negative many far bad position,anger
6555,think feeling fro trust god sometimes apathy,joy
6556,wake today feel piss,anger
6557,want feel greedy,anger
6558,feel team pretty dangerous playoff york left wing ruslan fedotenko note say,anger
6559,feel blessed live state beautiful sight like virginia,joy
6560,concentrate smell start feel know nostalgic aroma grand mother home back bhubaneswar orissa,love
6561,personally feel massively talented actor chris evans captain america,joy
6562,guess make feel appreciative able live life,joy
6563,tend stop breathe feeling stress,anger
6564,seriously consider pull offer feel rush quickly,anger
6565,feel empty inside like light drain,sadness
6566,feel weird perfect day worry free lazy junk food video game,fear
6567,feel less thrilled go back second choice donor mr,joy
6568,want feel frightened anymore,fear
6569,look son run rubbish dad step shocking arm smile season well though say feel tad foolish still two jump leave ground swallow,sadness
6570,feel cdm flac custode title alibi much feel cdm flac custodes download super speed resume support premium account img src http,joy
6571,feel torture allow enjoy food way friend,anger
6572,feel proud philippine ought called emerge asian tiger prime minister canada describe economy philippine definitely rise,joy
6573,somehow feel distraught hopeless,fear
6574,feel grouchy everything past week yesterday happy day,anger
6575,love raise money variety make proud think oh gosh year old raise dollar wow feel like people want help also get cute dress back closet,joy
6576,feel really heartbroken,sadness
6577,dwell current state life unsure place life go feel bit bitter god,anger
6578,feel lose steam friend help time pass pleasant way,joy
6579,listen feel dissatisfied,anger
6580,struggle church feel useful ward,joy
6581,struggle find common ground feel deprive manage stress activity live healthy lifestyle,sadness
6582,lie feel maybe love spending time fellow think enjoy time equally maybe end justify mean,love
6583,feel fine november pat bertram href http ptbertram,joy
6584,tell pretty hundred time mean feel pretty,joy
6585,dunno word even look guess exactly feel selfish know,anger
6586,feel unfortunate end year old hate father unless cease use daughter pawn impress woman still young enough realize really go,sadness
6587,blogge tell countless way feel love bless people call friend,love
6588,believe even though time feel hospitalize pretty sure good thing,joy
6589,feel envious keep post regular interesting wish could feel way,anger
6590,feel strong sense relief,joy
6591,feel still forgive call pervert hey sorry totally life,sadness
6592,feel like lose confidence feel calm,joy
6593,feel abnormally wimpy stake bird feeder,fear
6594,could check back feel like get greedy take shot endzone throw right ball want throw get pick,anger
6595,think sexy also make feel confident teeny tiny itsy bitsy bottom seem vogue,joy
6596,get good feedback summary uganda still feel though miss lot thing want say hope ill able come back later,sadness
6597,feel privileged read story receive enjoy craft piece believe justice new zealand woman screenwriter write feature film,joy
6598,ever want make happy make feel stupid,sadness
6599,young could think move country feel accept belong,joy
6600,know feel dismayed least sheepish one friend basically believe eating disorder actually emotional response statement one genuine surprise pleasure someone notice remember something,sadness
6601,feel like get admit stun realize list entire laundry list impossible pie sky dream,surprise
6602,feel productive brave,joy
6603,feel people encounter day rude mean reason,anger
6604,fix anticipate feeling humiliate see workmate friend,sadness
6605,always feel afraid tell people not want see differently self image poor not want transcribe onto,fear
6606,accuse feel superior character usually people feel superior other,joy
6607,feel bring come savage wax doll cloud blow across tak feeling bare foot move fast bring love time yet make,anger
6608,get sick feeling stomach blog post cute laundry room dryer go,joy
6609,see december month happiness count day christmas feel like season jolly anymore,joy
6610,must admit feel popular wonderful feeling,joy
6611,know feel sorry feel like,sadness
6612,feel effect backfire change distract solondz talente enough gain sympathy san gimmick,joy
6613,feel bit discouraged,sadness
6614,feel resentful enough want write mean need work look get hackle raise other judge,anger
6615,feel thoroughly unwelcome school individual people clearly deeply move work choice,sadness
6616,hope one day escape tia place feel hold back inhibit reach potential not decide pray,sadness
6617,hope consider come shell let everyone around feel gorgeous personality,joy
6618,marketer could not bother investigate make feel consumer probably can not bother either,anger
6619,also feel like keep intentionally stupid behind slow past know keep gaga would require get light speed transform artist ready hold nothing back,sadness
6620,feel unfortunate last couple day even discover seventy time seven even exist hear twosong together bring somewhat closure certain part musical life,sadness
6621,feel adventurous get little well aim direction drip want try make something like,joy
6622,still feel positive effect visit therapist feel confident ability connection psychologist necessary dr,joy
6623,feel bit less anxious actually start look forward challenge big event,fear
6624,stop challenge always make feel superior like magic whole fighting stop,joy
6625,feel emotion deeply sadden stun matter,surprise
6626,sure pleasure live open air sky roof ground table part feeling savage return wild native habit,anger
6627,need express feeling badly ignore offend,anger
6628,feel useful even add two cent,joy
6629,not even realise control feel lately week calm gain much need perspective,joy
6630,will not go anxiety feel neurotic,fear
6631,honest say part feels torture though part system function life one allow order manipulate people way line position serve prupose need,fear
6632,feel entertain arrive park,joy
6633,ill still need chemo least feel relatively reassure prospect,joy
6634,feel skeptical look eye roll say need big house dink double income kid prettymuch awesome acronym ever,fear
6635,feel hate feel like not belong feel want die,anger
6636,feel obnoxious anymore,anger
6637,feel vent notebook amazing,joy
6638,choose feel bad stop absolutely ludicrous,sadness
6639,function well lot plate feel uncomfortable life nothing,fear
6640,sure could tell not feel adventurous antipasti find mozzarella proscuito pretty good,joy
6641,feel like much could community love child excel,love
6642,feel frightened kind raw way,fear
6643,luxury express feeling without fear getting beat scold,sadness
6644,defensive feel threatened,fear
6645,alone cottage often stay wake rustling sound middle night,fear
6646,accidentally feel mood jump blogspot surprise view lol,surprise
6647,really feel devastated see witness thing around,sadness
6648,try give good old space feeling rest assure change point,joy
6649,wish know really feel aside read nervous twitch,fear
6650,feel hopeful like thing go great like thing great,joy
6651,say fb feel strangely discontent tonight,sadness
6652,incredibly sensitive cold feel extremely unpleasant thing expose,sadness
6653,start mess around something must distract cause feel playful,joy
6654,feel scared worthless someone love,fear
6655,feel mom simply feel greedy lack reaction mom leave type,anger
6656,tend agree feel burn call forth ache siren song echo year dark leave arrive wet rain anticipation,sadness
6657,admit feel distract fact block traffic,anger
6658,feel like many theory attack aids really not feel like acceptable,joy
6659,feel super antisocial,joy
6660,feel little glad distant other bit sad,joy
6661,feel extremely needy though not feel way often,sadness
6662,get frustrate either put give todd break well want feel peace calm feeling frustration,joy
6663,feel optimistic pakistan,joy
6664,feel like last three month go go super quick go move week getting situate bam,joy
6665,not feel like take bitchy attitude,anger
6666,feel little nostalgic,love
6667,feel soul god always faithful,love
6668,feel betray disillusion,sadness
6669,feel love family smile friend,love
6670,feel rush overwhelm perfect house brain explode proper decision making skill get lose debris,anger
6671,lie raw bare let enemy attack feel emotional something feel silly want honest other,sadness
6672,tend feel bit cranky go day without make art,anger
6673,feel unimportant inadequate,sadness
6674,would like start ask question feel stress,anger
6675,fucking love christmas compile list fun thing go ol smoke get feel festive,joy
6676,feel really needy right,sadness
6677,feel would pleasant cigarette sort deep rooted memory enjoy suck carcenogenic smoke lung believe feeling pleasantness illusion,joy
6678,one girl feel insecure always,fear
6679,need mention difference feel vulnerable difference bit fear someway something wrong,fear
6680,want able declare excited sickening sing songy voice anyone ever hear frankly feel terrified anything,fear
6681,feel kind sympathetic towards camilla,love
6682,float day head surface feel little melancholy depressed could not seem bring water,sadness
6683,feel rather impatient rainbow burst vein,anger
6684,feel pretty numb focus think need do,sadness
6685,sometimes confused well moment time need day pay bill come not money need sometimes feel confused well,fear
6686,feel ignore message tomorrow,sadness
6687,admit always feel apprehensive order wing eat,fear
6688,feel submissive feeling ill write bring,sadness
6689,feel like tender spot still empathize feel alongside suffer,love
6690,ill transfer feel useful next year class class website specific content unit blog site,joy
6691,feel heart lot make sure still,joy
6692,remember look car window passengere around first month feel vaguely surprised already deep shock different thing look,surprise
6693,feel earth move death cab cutie charming man spoon mathematical mind,joy
6694,think wake every day feel terrify way feel totally exhilirate face thing always scared,fear
6695,feel disrespect we loyal relationship simply matter,love
6696,feel generous yesterday year tpt aversary slack blogging since last week sick,joy
6697,not feel support whole conference pull gunk drain one sink wonder whether folk come make conference work might feel frustration not work nothing would do,joy
6698,feel almost defeat,sadness
6699,walk dawn treader feel fairly skeptical walk three great book one hardcover book japanese pick mom,fear
6700,feel support four,joy
6701,feel generous tonight,love
6702,feel yet still hesitant tell,fear
6703,think feel symptom cold headache last couple day,anger
6704,finally allow feeling accept internal boundary begin dissolve begin see project suppress feeling create lot pain around,joy
6705,sort suspect go feel resentful really show good side,anger
6706,can not shake familiar feeling get precious little time leave,joy
6707,feel strong optimistic bam,joy
6708,let feel unsuccessful,sadness
6709,feel like feel contented,joy
6710,feel little bit nostalgic,love
6711,say feel unhappy besides assignment feel unhappy also feel kinda lose,sadness
6712,feel irritable today class,anger
6713,lot moment feel optimistic,joy
6714,frightened feel paranoid,fear
6715,really feel people consistently make we feel unimportant grand scheme life,sadness
6716,like go walk feel troubled,sadness
6717,go year worth photo feel pleased come far,joy
6718,grow blessed proud say healthy year old black male child feel good,joy
6719,feel content think,joy
6720,feel energetic healthy first time long time guess almost lb total weightloss,joy
6721,feel like elegant lady,joy
6722,recall ever truly feel sorry play victim short lived would move ahead,sadness
6723,go personally start talk way feel break,sadness
6724,chef friendly make feel value,joy
6725,work one would feel quite affectionate,love
6726,know always feel little bit strange place academy,surprise
6727,look work feel like less perfect want perfection,joy
6728,feel particularly creative moment,joy
6729,really start make feel really distraught upset time,fear
6730,stand feel like spy trust feel disrespect personality,joy
6731,hold space feeling anger jealousy sadness despair longing relate feeling devour,love
6732,feel pathetic live like anymore,sadness
6733,need look something assist we bring good feeling support family,love
6734,feel like lousy person really can not think anything profound say,sadness
6735,think hair feel confused,fear
6736,take second test cognitive psychology test feel mentally exhausted,sadness
6737,think ideal preparation birth anybody put place feel confident knowledge caregiver support system body,joy
6738,something feel completely stupid someone point obvious solution,sadness
6739,remember particular one new year day high school feel tragic melancholy generally fifteen year old girl ish,sadness
6740,feel terrific recently world good friend around make feel,joy
6741,tell make feel unimportant insignificant,sadness
6742,feel discontent everything manifest destructive self sabotaging way,sadness
6743,feel pretty yuck not really want get anything,joy
6744,feel weird know mine die around,surprise
6745,know take care body eat well exercise get adequate sleep feel invigorated physical mental spiritual sense,joy
6746,feel thing popular entrench gerrymander district would totally reelect gay man,joy
6747,feel like dream selfish,anger
6748,stand close say cow name gabriella btw feel rude call cow,anger
6749,look forward attend every class leave feel amazing feeling top world,joy
6750,feel little reject sister,sadness
6751,feel stupid stuck know good way get end get end,sadness
6752,feel simply wonderful,joy
6753,plan beginning year feel little smug,joy
6754,feel important spend time family embark new endeavor educational career,joy
6755,usually feel gloomy loss money will not use anyway,sadness
6756,can not say feel peaceful love one sufferer,joy
6757,eat biscuit crisp ice cream day yeah taste great make feel groggy follow day take photo,sadness
6758,like sonam deepika genelia feel talented beautiful,joy
6759,find feel lousy pretty unusual,sadness
6760,start feel really awkward tubelight reflect glossy paper picture red laced bra,sadness
6761,go bed super early not spend ton time alot resource enough feel like useful future,joy
6762,quite figure whenever find time ability money take care side equally end feel disappointed,sadness
6763,honestly feel almost tragic,sadness
6764,could feel edith meanness could feel stoner withdrawal cool pity friend,joy
6765,ignore minor tantrum jump table begin pace feel agitated,fear
6766,go school horrible morning feel like mee hate every feel alone always emotionaly far away everyone else,sadness
6767,upload today know wait baremineral video film one feel kind lousy today catch laundry take easy,sadness
